ID,Statistical Division or Subdivision,LGA,Offence category,Subcategory,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
3783,Richmond-Tweed,Kyogle,Homicide,Murder (a),1,0,0,0,3,0,0,0,0,0,0
3784,Richmond-Tweed,Kyogle,Homicide,Attempted murder,1,0,0,0,0,0,0,0,0,0,0
3785,Richmond-Tweed,Kyogle,Homicide,"Murder accessory, conspiracy",0,0,0,0,1,0,0,0,0,0,0
3786,Richmond-Tweed,Kyogle,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,1,0
3787,Richmond-Tweed,Kyogle,Assault,Domestic violence related assault,40,53,48,49,82,68,88,76,59,43,39
3788,Richmond-Tweed,Kyogle,Assault,Non-domestic violence related assault,60,63,67,86,111,87,101,84,86,51,53
3789,Richmond-Tweed,Kyogle,Assault,Assault Police,7,10,5,8,8,5,5,8,1,2,3
3790,Richmond-Tweed,Kyogle,Sexual offences,Sexual assault,9,14,6,17,14,8,14,8,9,8,8
3791,Richmond-Tweed,Kyogle,Sexual offences,"Indecent assault, act of indecency and other sexual offences",16,7,7,17,10,17,16,17,10,12,5
3792,Richmond-Tweed,Kyogle,Abduction and kidnapping,,0,0,0,1,0,0,0,0,1,0,1
3793,Richmond-Tweed,Kyogle,Robbery,Robbery without a weapon,0,0,0,0,2,0,0,0,2,0,3
3794,Richmond-Tweed,Kyogle,Robbery,Robbery with a firearm,0,0,0,0,0,0,0,0,0,0,0
3795,Richmond-Tweed,Kyogle,Robbery,Robbery with a weapon not a firearm,0,0,0,0,1,0,0,0,0,0,1
3796,Richmond-Tweed,Kyogle,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0
3797,Richmond-Tweed,Kyogle,"Harassment, threatening behaviour and private nuisance",,50,27,41,66,55,58,84,85,101,85,59
3798,Richmond-Tweed,Kyogle,Other offences against the person,,7,5,5,3,5,3,9,3,6,10,2
3799,Richmond-Tweed,Kyogle,Theft,Break and enter dwelling,58,26,54,20,43,54,38,56,46,53,53
3800,Richmond-Tweed,Kyogle,Theft,Break and enter non-dwelling,74,43,66,36,52,45,58,53,44,68,78
3801,Richmond-Tweed,Kyogle,Theft,Receiving or handling stolen goods,13,8,6,2,4,3,2,4,6,8,4
3802,Richmond-Tweed,Kyogle,Theft,Motor vehicle theft,20,23,23,10,19,9,24,28,21,40,28
3803,Richmond-Tweed,Kyogle,Theft,Steal from motor vehicle,21,19,17,20,13,23,31,32,30,56,34
3804,Richmond-Tweed,Kyogle,Theft,Steal from retail store,11,9,15,10,8,8,17,12,7,9,6
3805,Richmond-Tweed,Kyogle,Theft,Steal from dwelling,35,30,49,32,33,46,33,40,43,38,41
3806,Richmond-Tweed,Kyogle,Theft,Steal from person,2,2,1,1,1,0,2,1,2,4,2
3807,Richmond-Tweed,Kyogle,Theft,Stock theft,8,7,10,10,5,5,6,8,8,1,4
3808,Richmond-Tweed,Kyogle,Theft,Fraud,16,14,14,9,13,16,13,15,15,23,14
3809,Richmond-Tweed,Kyogle,Theft,Other theft,34,39,43,39,43,38,22,42,44,46,27
3810,Richmond-Tweed,Kyogle,Arson,,6,4,5,7,14,16,17,15,17,32,34
3811,Richmond-Tweed,Kyogle,Malicious damage to property,,125,115,96,143,138,117,147,174,167,133,125
3812,Richmond-Tweed,Kyogle,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0
3813,Richmond-Tweed,Kyogle,Drug offences,Possession and/or use of narcotics,3,0,1,1,0,1,0,1,0,0,1
3814,Richmond-Tweed,Kyogle,Drug offences,Possession and/or use of cannabis,39,31,19,24,24,24,35,25,37,24,7
3815,Richmond-Tweed,Kyogle,Drug offences,Possession and/or use of amphetamines,1,1,0,0,1,0,0,0,3,0,0
3816,Richmond-Tweed,Kyogle,Drug offences,Possession and/or use of ecstasy,0,0,1,0,0,1,0,1,0,1,0
3817,Richmond-Tweed,Kyogle,Drug offences,Possession and/or use of other drugs,0,1,2,1,1,0,0,0,0,1,1
3818,Richmond-Tweed,Kyogle,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0
3819,Richmond-Tweed,Kyogle,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,0,0,0,0
3820,Richmond-Tweed,Kyogle,Drug offences,"Dealing, trafficking in cannabis",1,1,5,6,1,0,5,1,1,3,1
3821,Richmond-Tweed,Kyogle,Drug offences,"Dealing, trafficking in amphetamines",0,0,0,0,0,0,1,0,0,1,0
3822,Richmond-Tweed,Kyogle,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0
3823,Richmond-Tweed,Kyogle,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,1,0,0,0,0,0,0
3824,Richmond-Tweed,Kyogle,Drug offences,Cultivating cannabis,31,14,12,23,13,14,19,12,29,13,16
3825,Richmond-Tweed,Kyogle,Drug offences,Manufacture drug,0,0,1,0,0,0,0,0,0,0,0
3826,Richmond-Tweed,Kyogle,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0
3827,Richmond-Tweed,Kyogle,Drug offences,Other drug offences,11,11,2,1,3,1,6,3,3,5,2
3828,Richmond-Tweed,Kyogle,Prohibited and regulated weapons offences,,24,21,19,16,14,39,26,10,25,11,13
3829,Richmond-Tweed,Kyogle,Disorderly conduct,Trespass,41,26,14,41,34,28,42,44,41,35,16
3830,Richmond-Tweed,Kyogle,Disorderly conduct,Offensive conduct,30,34,10,23,22,26,39,32,36,11,9
3831,Richmond-Tweed,Kyogle,Disorderly conduct,Offensive language,34,43,20,16,11,17,28,26,25,16,12
3832,Richmond-Tweed,Kyogle,Disorderly conduct,Criminal intent,0,3,1,3,5,2,6,5,6,3,4
3833,Richmond-Tweed,Kyogle,Betting and gaming offences,,0,0,0,1,1,0,1,1,4,0,1
3834,Richmond-Tweed,Kyogle,Liquor offences,,47,36,26,40,40,37,34,51,46,27,13
3835,Richmond-Tweed,Kyogle,Pornography offences,,0,0,1,0,0,0,1,1,0,1,1
3836,Richmond-Tweed,Kyogle,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0
3837,Richmond-Tweed,Kyogle,Against justice procedures,Escape custody,0,0,0,2,0,1,0,0,1,0,0
3838,Richmond-Tweed,Kyogle,Against justice procedures,Breach Apprehended Violence Order,32,21,12,19,24,11,27,46,27,35,14
3839,Richmond-Tweed,Kyogle,Against justice procedures,Breach bail conditions,25,13,9,13,19,15,35,46,21,33,18
3840,Richmond-Tweed,Kyogle,Against justice procedures,Fail to appear,2,1,0,0,0,0,1,0,0,0,0
3841,Richmond-Tweed,Kyogle,Against justice procedures,Resist or hinder officer,23,18,11,20,12,10,17,26,14,8,9
3842,Richmond-Tweed,Kyogle,Against justice procedures,Other offences against justice procedures,2,4,0,0,0,1,1,1,0,0,1
3843,Richmond-Tweed,Kyogle,Transport regulatory offences,,1,1,0,0,0,0,2,1,1,0,0
3844,Richmond-Tweed,Kyogle,Other offences,,38,48,42,48,46,64,56,50,50,60,14
3845,Richmond-Tweed,Lismore,Homicide,Murder (a),0,0,0,2,0,0,1,2,0,2,0
3846,Richmond-Tweed,Lismore,Homicide,Attempted murder,1,1,0,1,0,0,1,2,0,0,0
3847,Richmond-Tweed,Lismore,Homicide,"Murder accessory, conspiracy",0,2,0,0,0,0,0,0,0,0,0
3848,Richmond-Tweed,Lismore,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0
3849,Richmond-Tweed,Lismore,Assault,Domestic violence related assault,262,254,247,226,288,269,266,248,206,208,219
3850,Richmond-Tweed,Lismore,Assault,Non-domestic violence related assault,464,466,441,475,480,475,454,391,384,332,303
3851,Richmond-Tweed,Lismore,Assault,Assault Police,35,41,43,20,34,41,38,21,19,31,20
3852,Richmond-Tweed,Lismore,Sexual offences,Sexual assault,54,67,47,42,38,45,46,48,47,93,54
3853,Richmond-Tweed,Lismore,Sexual offences,"Indecent assault, act of indecency and other sexual offences",91,75,58,54,54,48,75,52,52,71,58
3854,Richmond-Tweed,Lismore,Abduction and kidnapping,,2,4,0,2,3,2,4,2,2,3,0
3855,Richmond-Tweed,Lismore,Robbery,Robbery without a weapon,23,16,24,18,21,15,41,11,19,13,7
3856,Richmond-Tweed,Lismore,Robbery,Robbery with a firearm,0,1,0,0,3,1,1,0,2,1,0
3857,Richmond-Tweed,Lismore,Robbery,Robbery with a weapon not a firearm,9,8,9,8,5,8,6,3,4,5,9
3858,Richmond-Tweed,Lismore,Blackmail and extortion,,0,0,0,0,0,1,0,0,0,0,0
3859,Richmond-Tweed,Lismore,"Harassment, threatening behaviour and private nuisance",,138,214,212,245,269,276,245,256,262,239,197
3860,Richmond-Tweed,Lismore,Other offences against the person,,17,19,10,13,10,25,13,16,15,13,13
3861,Richmond-Tweed,Lismore,Theft,Break and enter dwelling,466,446,543,434,379,366,204,183,267,299,227
3862,Richmond-Tweed,Lismore,Theft,Break and enter non-dwelling,420,481,240,242,275,176,184,146,137,170,177
3863,Richmond-Tweed,Lismore,Theft,Receiving or handling stolen goods,128,88,75,46,63,61,36,34,49,47,29
3864,Richmond-Tweed,Lismore,Theft,Motor vehicle theft,226,283,233,204,137,214,120,100,104,126,98
3865,Richmond-Tweed,Lismore,Theft,Steal from motor vehicle,471,431,250,373,352,303,262,247,252,260,260
3866,Richmond-Tweed,Lismore,Theft,Steal from retail store,281,288,249,243,217,192,189,203,203,212,192
3867,Richmond-Tweed,Lismore,Theft,Steal from dwelling,305,281,249,218,272,201,178,144,172,157,141
3868,Richmond-Tweed,Lismore,Theft,Steal from person,67,67,48,50,50,57,52,40,37,28,29
3869,Richmond-Tweed,Lismore,Theft,Stock theft,4,5,8,5,0,3,3,3,6,3,1
3870,Richmond-Tweed,Lismore,Theft,Fraud,174,100,161,175,135,235,154,147,118,163,134
3871,Richmond-Tweed,Lismore,Theft,Other theft,430,390,303,311,320,230,248,227,187,233,213
3872,Richmond-Tweed,Lismore,Arson,,29,20,21,13,36,23,41,41,37,25,50
3873,Richmond-Tweed,Lismore,Malicious damage to property,,760,707,696,715,911,743,887,753,603,612,623
3874,Richmond-Tweed,Lismore,Drug offences,Possession and/or use of cocaine,0,0,0,0,3,0,4,3,2,1,0
3875,Richmond-Tweed,Lismore,Drug offences,Possession and/or use of narcotics,7,22,6,11,2,7,10,3,6,8,6
3876,Richmond-Tweed,Lismore,Drug offences,Possession and/or use of cannabis,223,280,270,237,458,386,437,526,740,367,411
3877,Richmond-Tweed,Lismore,Drug offences,Possession and/or use of amphetamines,24,21,21,14,27,38,16,12,21,16,18
3878,Richmond-Tweed,Lismore,Drug offences,Possession and/or use of ecstasy,1,0,4,5,5,10,6,3,4,3,3
3879,Richmond-Tweed,Lismore,Drug offences,Possession and/or use of other drugs,5,10,19,14,21,20,21,17,31,32,25
3880,Richmond-Tweed,Lismore,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,1,1,0,0,2
3881,Richmond-Tweed,Lismore,Drug offences,"Dealing, trafficking in narcotics",2,16,12,3,0,3,5,1,0,0,0
3882,Richmond-Tweed,Lismore,Drug offences,"Dealing, trafficking in cannabis",5,23,28,20,28,18,37,13,32,23,15
3883,Richmond-Tweed,Lismore,Drug offences,"Dealing, trafficking in amphetamines",6,1,2,4,22,51,2,4,18,4,4
3884,Richmond-Tweed,Lismore,Drug offences,"Dealing, trafficking in ecstasy",0,0,11,1,2,2,1,1,1,1,0
3885,Richmond-Tweed,Lismore,Drug offences,"Dealing, trafficking in other drugs",0,1,0,1,3,2,5,2,3,6,2
3886,Richmond-Tweed,Lismore,Drug offences,Cultivating cannabis,47,45,47,29,37,18,36,30,71,34,29
3887,Richmond-Tweed,Lismore,Drug offences,Manufacture drug,0,0,0,0,2,0,0,0,0,3,0
3888,Richmond-Tweed,Lismore,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0
3889,Richmond-Tweed,Lismore,Drug offences,Other drug offences,34,29,25,22,87,72,63,132,224,126,137
3890,Richmond-Tweed,Lismore,Prohibited and regulated weapons offences,,72,99,109,94,104,97,76,70,63,76,52
3891,Richmond-Tweed,Lismore,Disorderly conduct,Trespass,111,107,105,135,103,123,127,84,83,64,67
3892,Richmond-Tweed,Lismore,Disorderly conduct,Offensive conduct,167,175,128,123,147,132,146,141,114,130,115
3893,Richmond-Tweed,Lismore,Disorderly conduct,Offensive language,93,64,68,74,79,102,89,102,77,63,43
3894,Richmond-Tweed,Lismore,Disorderly conduct,Criminal intent,32,39,18,16,9,7,14,17,14,18,13
3895,Richmond-Tweed,Lismore,Betting and gaming offences,,0,0,32,0,0,0,1,0,8,0,0
3896,Richmond-Tweed,Lismore,Liquor offences,,42,140,181,240,178,132,219,103,131,131,102
3897,Richmond-Tweed,Lismore,Pornography offences,,0,0,0,0,3,12,3,6,4,4,1
3898,Richmond-Tweed,Lismore,Prostitution offences,,0,0,0,0,0,1,0,0,0,0,0
3899,Richmond-Tweed,Lismore,Against justice procedures,Escape custody,5,2,7,3,3,5,5,2,2,1,1
3900,Richmond-Tweed,Lismore,Against justice procedures,Breach Apprehended Violence Order,145,123,94,147,130,119,147,155,113,109,106
3901,Richmond-Tweed,Lismore,Against justice procedures,Breach bail conditions,96,191,171,201,262,240,338,198,198,184,222
3902,Richmond-Tweed,Lismore,Against justice procedures,Fail to appear,9,8,8,11,10,6,0,2,1,0,0
3903,Richmond-Tweed,Lismore,Against justice procedures,Resist or hinder officer,65,75,70,51,79,127,124,98,100,98,57
3904,Richmond-Tweed,Lismore,Against justice procedures,Other offences against justice procedures,13,11,11,6,10,13,5,4,2,5,4
3905,Richmond-Tweed,Lismore,Transport regulatory offences,,9,3,2,2,2,2,2,21,8,6,3
3906,Richmond-Tweed,Lismore,Other offences,,178,202,178,256,249,158,168,115,114,92,110
3907,Richmond-Tweed,Richmond Valley,Homicide,Murder (a),1,0,0,0,0,0,0,1,0,2,1
3908,Richmond-Tweed,Richmond Valley,Homicide,Attempted murder,1,0,1,0,0,1,0,0,0,0,0
3909,Richmond-Tweed,Richmond Valley,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0
3910,Richmond-Tweed,Richmond Valley,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0
3911,Richmond-Tweed,Richmond Valley,Assault,Domestic violence related assault,156,128,149,142,181,186,166,172,113,142,158
3912,Richmond-Tweed,Richmond Valley,Assault,Non-domestic violence related assault,213,149,167,170,229,270,281,200,184,178,167
3913,Richmond-Tweed,Richmond Valley,Assault,Assault Police,24,11,19,19,20,19,21,25,9,9,10
3914,Richmond-Tweed,Richmond Valley,Sexual offences,Sexual assault,22,23,26,30,26,39,28,28,30,29,48
3915,Richmond-Tweed,Richmond Valley,Sexual offences,"Indecent assault, act of indecency and other sexual offences",40,32,38,48,34,34,32,30,26,29,35
3916,Richmond-Tweed,Richmond Valley,Abduction and kidnapping,,1,1,0,2,2,0,2,0,0,1,1
3917,Richmond-Tweed,Richmond Valley,Robbery,Robbery without a weapon,5,5,4,5,9,3,7,6,1,6,6
3918,Richmond-Tweed,Richmond Valley,Robbery,Robbery with a firearm,0,0,1,0,4,0,2,0,1,0,0
3919,Richmond-Tweed,Richmond Valley,Robbery,Robbery with a weapon not a firearm,1,0,0,0,1,0,2,1,3,4,5
3920,Richmond-Tweed,Richmond Valley,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0
3921,Richmond-Tweed,Richmond Valley,"Harassment, threatening behaviour and private nuisance",,104,90,107,125,120,172,188,186,179,152,151
3922,Richmond-Tweed,Richmond Valley,Other offences against the person,,1,6,4,7,10,13,14,7,9,5,5
3923,Richmond-Tweed,Richmond Valley,Theft,Break and enter dwelling,255,132,147,123,201,192,175,149,262,234,219
3924,Richmond-Tweed,Richmond Valley,Theft,Break and enter non-dwelling,202,114,164,159,138,160,203,111,119,150,135
3925,Richmond-Tweed,Richmond Valley,Theft,Receiving or handling stolen goods,13,21,15,20,11,9,13,11,9,11,10
3926,Richmond-Tweed,Richmond Valley,Theft,Motor vehicle theft,81,55,61,55,78,89,83,96,70,108,74
3927,Richmond-Tweed,Richmond Valley,Theft,Steal from motor vehicle,179,102,128,104,131,189,125,118,144,187,188
3928,Richmond-Tweed,Richmond Valley,Theft,Steal from retail store,43,44,51,66,41,32,41,29,36,47,49
3929,Richmond-Tweed,Richmond Valley,Theft,Steal from dwelling,173,135,111,149,177,144,119,122,93,136,104
3930,Richmond-Tweed,Richmond Valley,Theft,Steal from person,11,14,14,17,12,11,28,10,6,16,8
3931,Richmond-Tweed,Richmond Valley,Theft,Stock theft,7,7,9,6,8,6,8,1,6,6,4
3932,Richmond-Tweed,Richmond Valley,Theft,Fraud,90,48,41,65,52,62,55,46,71,45,63
3933,Richmond-Tweed,Richmond Valley,Theft,Other theft,204,165,141,179,182,138,163,119,105,127,100
3934,Richmond-Tweed,Richmond Valley,Arson,,17,5,15,24,34,64,35,29,24,38,34
3935,Richmond-Tweed,Richmond Valley,Malicious damage to property,,421,377,354,433,500,485,554,475,368,441,368
3936,Richmond-Tweed,Richmond Valley,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,1,0,0,1,0
3937,Richmond-Tweed,Richmond Valley,Drug offences,Possession and/or use of narcotics,2,0,0,1,2,1,0,0,0,1,0
3938,Richmond-Tweed,Richmond Valley,Drug offences,Possession and/or use of cannabis,72,49,50,57,37,41,62,43,58,45,101
3939,Richmond-Tweed,Richmond Valley,Drug offences,Possession and/or use of amphetamines,9,2,5,1,4,13,1,4,2,4,2
3940,Richmond-Tweed,Richmond Valley,Drug offences,Possession and/or use of ecstasy,0,0,1,0,3,7,4,1,0,0,1
3941,Richmond-Tweed,Richmond Valley,Drug offences,Possession and/or use of other drugs,0,1,0,2,1,1,1,1,1,6,1
3942,Richmond-Tweed,Richmond Valley,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0
3943,Richmond-Tweed,Richmond Valley,Drug offences,"Dealing, trafficking in narcotics",1,0,0,1,0,0,4,0,0,0,0
3944,Richmond-Tweed,Richmond Valley,Drug offences,"Dealing, trafficking in cannabis",3,1,3,6,3,3,4,2,1,6,5
3945,Richmond-Tweed,Richmond Valley,Drug offences,"Dealing, trafficking in amphetamines",3,0,0,0,0,8,1,0,1,3,0
3946,Richmond-Tweed,Richmond Valley,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,1,10,0,0,0,0,0
3947,Richmond-Tweed,Richmond Valley,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,1,2,1,0
3948,Richmond-Tweed,Richmond Valley,Drug offences,Cultivating cannabis,25,26,23,12,15,13,14,4,26,12,21
3949,Richmond-Tweed,Richmond Valley,Drug offences,Manufacture drug,0,0,0,2,1,0,0,2,0,0,8
3950,Richmond-Tweed,Richmond Valley,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0
3951,Richmond-Tweed,Richmond Valley,Drug offences,Other drug offences,15,9,10,6,10,11,8,16,15,11,16
3952,Richmond-Tweed,Richmond Valley,Prohibited and regulated weapons offences,,67,49,49,28,25,35,54,31,27,30,40
3953,Richmond-Tweed,Richmond Valley,Disorderly conduct,Trespass,74,53,100,63,71,77,68,75,58,47,41
3954,Richmond-Tweed,Richmond Valley,Disorderly conduct,Offensive conduct,77,38,51,91,71,99,89,97,80,41,50
3955,Richmond-Tweed,Richmond Valley,Disorderly conduct,Offensive language,94,51,66,74,55,70,70,81,59,34,25
3956,Richmond-Tweed,Richmond Valley,Disorderly conduct,Criminal intent,7,2,3,5,5,7,21,15,12,9,11
3957,Richmond-Tweed,Richmond Valley,Betting and gaming offences,,17,1,3,1,0,0,0,2,16,0,0
3958,Richmond-Tweed,Richmond Valley,Liquor offences,,94,131,156,175,162,66,134,133,88,36,34
3959,Richmond-Tweed,Richmond Valley,Pornography offences,,0,0,1,0,0,0,0,3,3,4,3
3960,Richmond-Tweed,Richmond Valley,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0
3961,Richmond-Tweed,Richmond Valley,Against justice procedures,Escape custody,1,1,3,1,0,1,1,2,0,0,3
3962,Richmond-Tweed,Richmond Valley,Against justice procedures,Breach Apprehended Violence Order,94,69,60,73,93,69,88,80,71,64,91
3963,Richmond-Tweed,Richmond Valley,Against justice procedures,Breach bail conditions,68,69,62,64,86,58,127,126,150,112,147
3964,Richmond-Tweed,Richmond Valley,Against justice procedures,Fail to appear,4,3,1,1,1,0,0,0,0,0,0
3965,Richmond-Tweed,Richmond Valley,Against justice procedures,Resist or hinder officer,54,35,61,52,41,55,97,110,69,40,32
3966,Richmond-Tweed,Richmond Valley,Against justice procedures,Other offences against justice procedures,15,12,5,5,10,6,2,0,0,1,3
3967,Richmond-Tweed,Richmond Valley,Transport regulatory offences,,8,14,2,3,2,5,1,9,1,2,9
3968,Richmond-Tweed,Richmond Valley,Other offences,,162,115,134,122,99,128,103,104,83,51,22
3969,Richmond-Tweed,Tweed,Homicide,Murder (a),1,0,1,1,1,1,1,1,2,0,2
3970,Richmond-Tweed,Tweed,Homicide,Attempted murder,0,1,1,1,0,0,1,0,0,1,0
3971,Richmond-Tweed,Tweed,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0
3972,Richmond-Tweed,Tweed,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0
3973,Richmond-Tweed,Tweed,Assault,Domestic violence related assault,209,208,229,231,274,256,287,293,274,254,291
3974,Richmond-Tweed,Tweed,Assault,Non-domestic violence related assault,299,346,291,316,373,362,376,389,337,341,339
3975,Richmond-Tweed,Tweed,Assault,Assault Police,21,20,22,18,20,11,19,18,20,24,19
3976,Richmond-Tweed,Tweed,Sexual offences,Sexual assault,40,40,64,70,41,43,62,73,56,93,65
3977,Richmond-Tweed,Tweed,Sexual offences,"Indecent assault, act of indecency and other sexual offences",60,76,49,67,59,60,58,54,59,65,39
3978,Richmond-Tweed,Tweed,Abduction and kidnapping,,0,2,4,1,3,2,8,5,3,7,7
3979,Richmond-Tweed,Tweed,Robbery,Robbery without a weapon,17,15,14,16,12,14,16,29,18,14,14
3980,Richmond-Tweed,Tweed,Robbery,Robbery with a firearm,1,0,2,0,3,2,5,2,5,7,4
3981,Richmond-Tweed,Tweed,Robbery,Robbery with a weapon not a firearm,2,5,6,7,5,7,8,6,9,13,7
3982,Richmond-Tweed,Tweed,Blackmail and extortion,,0,0,0,1,0,0,1,0,0,0,0
3983,Richmond-Tweed,Tweed,"Harassment, threatening behaviour and private nuisance",,89,115,97,110,103,128,149,149,135,163,175
3984,Richmond-Tweed,Tweed,Other offences against the person,,5,11,10,11,9,11,11,16,7,15,13
3985,Richmond-Tweed,Tweed,Theft,Break and enter dwelling,500,482,340,355,357,344,409,411,526,429,363
3986,Richmond-Tweed,Tweed,Theft,Break and enter non-dwelling,391,377,369,325,326,327,260,312,307,242,176
3987,Richmond-Tweed,Tweed,Theft,Receiving or handling stolen goods,96,113,78,62,71,61,52,43,54,38,51
3988,Richmond-Tweed,Tweed,Theft,Motor vehicle theft,257,246,208,240,262,229,209,219,220,213,175
3989,Richmond-Tweed,Tweed,Theft,Steal from motor vehicle,772,584,487,498,590,521,480,602,702,580,465
3990,Richmond-Tweed,Tweed,Theft,Steal from retail store,247,362,298,227,231,209,249,270,250,207,196
3991,Richmond-Tweed,Tweed,Theft,Steal from dwelling,345,366,356,361,325,274,357,378,301,254,257
